item_id,timestamp,price
item_001,2017-10-01,103.0
item_002,2017-10-01,102.0
item_003,2017-10-01,100.15836088910032
item_004,2017-10-01,93.0
item_005,2017-10-01,109.0
item_006,2017-10-01,103.0
item_007,2017-10-01,93.0
item_008,2017-10-01,104.0
item_009,2017-10-01,93.64107717479588
item_010,2017-10-01,101.0
item_011,2017-10-01,107.0
item_012,2017-10-01,95.0
item_013,2017-10-01,104.0
item_014,2017-10-01,104.0
item_015,2017-10-01,103.0
item_016,2017-10-01,78.9604854678626
item_017,2017-10-01,107.0998331940626
item_018,2017-10-01,93.0
item_019,2017-10-01,104.0
item_020,2017-10-01,123.91146663958682
item_021,2017-10-01,105.0
item_022,2017-10-01,101.03391924066466
item_023,2017-10-01,104.0
item_024,2017-10-01,82.73082965445774
item_025,2017-10-01,113.48806619291496
item_026,2017-10-01,95.0
item_027,2017-10-01,102.0
item_028,2017-10-01,102.0
item_029,2017-10-01,119.75046783171462
item_030,2017-10-01,105.4647488077993
item_031,2017-10-01,108.0
item_032,2017-10-01,88.82646749751707
item_033,2017-10-01,121.89197798642115
item_034,2017-10-01,96.0
item_035,2017-10-01,108.0
item_036,2017-10-01,92.0
item_037,2017-10-01,102.0
item_038,2017-10-01,98.0
item_039,2017-10-01,108.0
item_040,2017-10-01,93.0
item_041,2017-10-01,103.0
item_042,2017-10-01,106.0
item_043,2017-10-01,95.0
item_044,2017-10-01,93.0
item_045,2017-10-01,93.0
item_046,2017-10-01,95.0
item_047,2017-10-01,105.0
item_048,2017-10-01,107.0
item_049,2017-10-01,91.0
item_050,2017-10-01,116.72595256208244
item_051,2017-10-01,97.0
item_052,2017-10-01,92.0
item_053,2017-10-01,94.0
item_054,2017-10-01,94.0
item_055,2017-10-01,96.93148950551452
item_056,2017-10-01,110.0
item_057,2017-10-01,90.47267413580168
item_058,2017-10-01,90.0
item_059,2017-10-01,108.42489491788945
item_060,2017-10-01,96.50537528581336
item_061,2017-10-01,105.0
item_062,2017-10-01,109.0
item_063,2017-10-01,104.0
item_064,2017-10-01,90.0
item_065,2017-10-01,107.0
item_066,2017-10-01,81.0288909311976
item_067,2017-10-01,103.0
item_068,2017-10-01,98.0
item_069,2017-10-01,85.86387073552562
item_070,2017-10-01,95.0
item_071,2017-10-01,84.66881043804908
item_072,2017-10-01,103.0
item_073,2017-10-01,109.0
item_074,2017-10-01,110.0
item_075,2017-10-01,92.0
item_076,2017-10-01,95.0
item_077,2017-10-01,97.98221507518188
item_078,2017-10-01,90.0
item_079,2017-10-01,101.0
item_080,2017-10-01,108.0
item_081,2017-10-01,81.89087629963758
item_082,2017-10-01,88.90874144447866
item_083,2017-10-01,100.0
item_084,2017-10-01,100.55120991035912
item_085,2017-10-01,88.1471210936224
item_086,2017-10-01,94.0
item_087,2017-10-01,91.0
item_088,2017-10-01,103.55852305498664
item_089,2017-10-01,109.0
item_090,2017-10-01,103.0
item_091,2017-10-01,104.0
item_092,2017-10-01,96.25719822488986
item_093,2017-10-01,109.0
item_094,2017-10-01,100.0
item_095,2017-10-01,91.0
item_096,2017-10-01,105.12725296665828
item_097,2017-10-01,92.17479364556348
item_098,2017-10-01,108.0
item_099,2017-10-01,107.0
item_100,2017-10-01,92.0
item_101,2017-10-01,96.0
item_102,2017-10-01,110.0
item_103,2017-10-01,107.58970568464714
item_104,2017-10-01,94.4333546036293
item_105,2017-10-01,107.0
item_106,2017-10-01,92.0
item_107,2017-10-01,104.0
item_108,2017-10-01,105.0
item_109,2017-10-01,89.89110615581859
item_110,2017-10-01,102.0
item_111,2017-10-01,103.0
item_112,2017-10-01,103.0
item_113,2017-10-01,92.0
item_114,2017-10-01,86.56516767437103
item_115,2017-10-01,110.0
item_116,2017-10-01,96.03895764504142
item_117,2017-10-01,95.90936876766624
item_118,2017-10-01,105.0
item_119,2017-10-01,100.0
item_120,2017-10-01,107.0
item_121,2017-10-01,92.0
item_122,2017-10-01,124.53811379127475
item_123,2017-10-01,102.0
item_124,2017-10-01,100.0
item_125,2017-10-01,90.0
item_126,2017-10-01,82.15774034892823
item_127,2017-10-01,104.0
item_128,2017-10-01,104.0
item_129,2017-10-01,95.0
item_130,2017-10-01,90.0
item_131,2017-10-01,104.0
item_132,2017-10-01,88.32622482105154
item_133,2017-10-01,102.0
item_134,2017-10-01,90.0
item_135,2017-10-01,93.0
item_136,2017-10-01,97.11278108122326
item_137,2017-10-01,92.0
item_138,2017-10-01,93.4840160772776
item_139,2017-10-01,82.97117020201321
item_140,2017-10-01,88.12422935822535
item_141,2017-10-01,95.0
item_142,2017-10-01,128.46580391386863
item_143,2017-10-01,76.64134134571731
item_144,2017-10-01,82.40040416712301
item_145,2017-10-01,101.0
item_146,2017-10-01,82.63463868957842
item_147,2017-10-01,110.0
item_148,2017-10-01,91.0
item_149,2017-10-01,107.0
item_150,2017-10-01,93.0
item_151,2017-10-01,107.0
item_152,2017-10-01,96.22183766456143
item_153,2017-10-01,112.43296325717547
item_154,2017-10-01,108.0
item_155,2017-10-01,101.0
item_156,2017-10-01,90.0
item_157,2017-10-01,107.70441694001252
item_158,2017-10-01,109.0
item_159,2017-10-01,124.61915277628698
item_160,2017-10-01,104.0
item_161,2017-10-01,101.0
item_162,2017-10-01,108.0
item_163,2017-10-01,106.08737043922596
item_164,2017-10-01,107.0
item_165,2017-10-01,110.0
item_166,2017-10-01,91.0
item_167,2017-10-01,111.2433313607806
item_168,2017-10-01,107.0
item_169,2017-10-01,100.0
item_170,2017-10-01,90.0
item_171,2017-10-01,98.0
item_172,2017-10-01,110.0
item_173,2017-10-01,92.0
item_174,2017-10-01,98.0
item_175,2017-10-01,105.0
item_176,2017-10-01,110.0
item_177,2017-10-01,78.8531524698831
item_178,2017-10-01,95.0
item_179,2017-10-01,92.0
item_180,2017-10-01,100.0
item_181,2017-10-01,105.0
item_182,2017-10-01,98.0
item_183,2017-10-01,103.0
item_184,2017-10-01,99.2807385762724
item_185,2017-10-01,98.0
item_186,2017-10-01,98.0
item_187,2017-10-01,105.0
item_188,2017-10-01,87.84101662131022
item_189,2017-10-01,102.0
item_190,2017-10-01,108.0
item_191,2017-10-01,99.8467514084245
item_192,2017-10-01,107.0
item_193,2017-10-01,109.0
item_194,2017-10-01,109.0
item_195,2017-10-01,92.0
item_196,2017-10-01,108.0
item_197,2017-10-01,102.0
item_198,2017-10-01,124.4338606626962
item_199,2017-10-01,104.38778874988144
item_200,2017-10-01,91.0
item_201,2017-10-01,109.0
item_202,2017-10-01,93.0
item_203,2017-10-01,108.0
item_204,2017-10-01,95.0
item_205,2017-10-01,92.0
item_206,2017-10-01,106.0
item_207,2017-10-01,92.0
item_208,2017-10-01,107.0
item_209,2017-10-01,109.37842924220789
item_210,2017-10-01,95.89871158265338
item_211,2017-10-01,88.96710630573413
item_212,2017-10-01,97.0
item_213,2017-10-01,88.61352754240572
item_214,2017-10-01,109.55234505253964
item_215,2017-10-01,95.40329578203894
item_216,2017-10-01,106.0
item_217,2017-10-01,105.4706794112912
item_218,2017-10-01,104.0
item_219,2017-10-01,96.0
item_220,2017-10-01,104.0
item_221,2017-10-01,102.0
item_222,2017-10-01,94.0
item_223,2017-10-01,93.0
item_224,2017-10-01,91.0
item_225,2017-10-01,110.77631120875148
item_226,2017-10-01,101.0
item_227,2017-10-01,110.0
item_228,2017-10-01,93.0
item_229,2017-10-01,102.0
item_230,2017-10-01,95.0
item_231,2017-10-01,100.0
